"Isolate","host_species","plate_no","pCC_greater","pCC_less","pGR_greater","pGR_less","ccEffect","grEffect","annotation","exact_isolate","asymptote","intercept","growthParam","growthrate","r2","std_error","outlier"
"146DF","selenastrum","24",0.199239771969016,0.800760228030984,0.0266512396464594,0.973348760353541,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Plate_24_146DF_D3",362.499715515922,-3.76973022392718,0.0248380834268781,0.0317441549520952,0.982518632581595,0.00244467114151064,FALSE
"146DF","selenastrum","24",0.199239771969016,0.800760228030984,0.0266512396464594,0.973348760353541,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Plate_24_146DF_D4",334.853480496393,-4.33074981197089,0.0309378210086141,0.0281049258508064,0.984489022683919,0.00176387006797684,FALSE
"147DF","selenastrum","24",0.52825410046755,0.47174589953245,0.0413942774486487,0.958605722551351,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Plate_24_147DF_G10",274.253885385315,-3.29478802873156,0.0234942252202315,0.0271959379332885,0.971033310292992,0.00234858571594312,FALSE
"147DF","selenastrum","24",0.52825410046755,0.47174589953245,0.0413942774486487,0.958605722551351,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Plate_24_147DF_G8",338.268987823064,-3.60885035043918,0.0239073967193664,0.029370555071111,0.98975574768901,0.00149402641341227,FALSE
"147DF","selenastrum","24",0.52825410046755,0.47174589953245,0.0413942774486487,0.958605722551351,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Plate_24_147DF_G9",282.782169289787,-3.20281260235065,0.0214719638703444,0.0332758835025044,0.986761800971564,0.00222524204125697,FALSE
"151DF","selenastrum","24",0.000411761567101335,0.999588238432899,0.995667577250597,0.00433242274940257,"Increased CC","Decreased GR","Increased CC
Decreased GR","Plate_24_151DF_E10",736.912459261525,-4.58957283740288,0.0124699914531252,0.0203847241418121,0.995520416475066,0.000789474205998117,FALSE
"151DF","selenastrum","24",0.000411761567101335,0.999588238432899,0.995667577250597,0.00433242274940257,"Increased CC","Decreased GR","Increased CC
Decreased GR","Plate_24_151DF_E8",825.567430629336,-4.98542430482359,0.0138341848350697,0.017004468160324,0.955390184618309,0.00212142289367117,FALSE
"151DF","selenastrum","24",0.000411761567101335,0.999588238432899,0.995667577250597,0.00433242274940257,"Increased CC","Decreased GR","Increased CC
Decreased GR","Plate_24_151DF_E9",729.54853135314,-4.88595089970452,0.0138356872481846,0.0193297427214658,0.990937490660296,0.00106725094992428,FALSE
"208D3","selenastrum","24",0.171513568901761,0.828486431098239,0.0219569416493909,0.978043058350609,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Plate_24_208D3_B5",371.979946901368,-3.79023265506447,0.0307198955934028,0.0378843816407598,0.964285444040801,0.00420939225355493,FALSE
"208D3","selenastrum","24",0.171513568901761,0.828486431098239,0.0219569416493909,0.978043058350609,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Plate_24_208D3_B6",357.305485392947,-4.24200258830942,0.0352606565821861,0.0313462094999865,0.953120284714731,0.00347595113614963,FALSE
"208D3","selenastrum","24",0.171513568901761,0.828486431098239,0.0219569416493909,0.978043058350609,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Plate_24_208D3_B7",352.41335425533,-4.16812009411422,0.033765597130121,0.0312804028966094,0.969674876750306,0.00276586232113892,FALSE
"215D3","selenastrum","24",0.306134343948121,0.693865656051879,0.0790185256979331,0.920981474302067,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_24_215D3_E2",317.183960617255,-3.3467018073829,0.0211568588831191,0.0268942589354233,0.967994519145432,0.00244514892380617,FALSE
"215D3","selenastrum","24",0.306134343948121,0.693865656051879,0.0790185256979331,0.920981474302067,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_24_215D3_E3",309.162160048593,-3.47599508969643,0.02308295481303,0.0256955005243745,0.974570610196805,0.0020753359081746,FALSE
"215D3","selenastrum","24",0.306134343948121,0.693865656051879,0.0790185256979331,0.920981474302067,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_24_215D3_E4",372.743906113336,-3.3251587463708,0.0187991214545681,0.0264678566606314,0.962991771112297,0.00259433850250534,FALSE
"219D3","selenastrum","24",0.0763916641683903,0.92360833583161,0.142981056768181,0.857018943231819,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_24_219D3_D5",408.322022116985,-3.93395477105981,0.0211392012715782,0.0249618746478956,0.986690758979311,0.00144955038909039,FALSE
"219D3","selenastrum","24",0.0763916641683903,0.92360833583161,0.142981056768181,0.857018943231819,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_24_219D3_D6",388.200646949895,-3.92722959279134,0.0219411544458828,0.0262196315106105,0.991416064793286,0.0012198651595761,FALSE
"219D3","selenastrum","24",0.0763916641683903,0.92360833583161,0.142981056768181,0.857018943231819,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_24_219D3_D7",405.117707549026,-3.9718456758022,0.0216986179416465,0.0304832768288674,0.986736552242559,0.00204046255861575,FALSE
"222D3","selenastrum","24",0.203851182218894,0.796148817781106,0.275164023222135,0.724835976777865,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_24_222D3_D10",329.469889077498,-3.55323294590197,0.019902701651517,0.0267406755846157,0.979489632766096,0.00223407909232371,FALSE
"222D3","selenastrum","24",0.203851182218894,0.796148817781106,0.275164023222135,0.724835976777865,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_24_222D3_D8",6940.69429783724,-6.74539111120697,0.0116990946238515,0.0228896186190869,0.975403230373385,0.00209857681876244,FALSE
"222D3","selenastrum","24",0.203851182218894,0.796148817781106,0.275164023222135,0.724835976777865,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_24_222D3_D9",449.373032738956,-3.39643514458546,0.0153875700753335,0.02851761921975,0.979248059055881,0.00239682121530056,FALSE
"225D3","selenastrum","24",0.204773868011891,0.795226131988109,0.000301297899210211,0.99969870210079,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Plate_24_225D3_F10",331.763094193336,-4.34722555938864,0.0323156833500229,0.0383269280583491,0.986203085209977,0.00261728608841677,FALSE
"225D3","selenastrum","24",0.204773868011891,0.795226131988109,0.000301297899210211,0.99969870210079,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Plate_24_225D3_F8",351.376158792563,-4.17138435621334,0.0307894066959233,0.0349086727448938,0.960572324822502,0.00408327151965566,FALSE
"225D3","selenastrum","24",0.204773868011891,0.795226131988109,0.000301297899210211,0.99969870210079,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Plate_24_225D3_F9",374.179448794235,-4.06215026496119,0.0276989000478346,0.0361141721180387,0.983873826434711,0.00266939595095447,FALSE
"231D3","selenastrum","24",0.440097087201051,0.559902912798949,1.91586357332316e-05,0.999980841364267,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Plate_24_231D3_B10",301.825763411825,-6.36164135828074,0.0691838743742628,0.0398269957472707,0.97853524225724,0.0034055846541632,FALSE
"231D3","selenastrum","24",0.440097087201051,0.559902912798949,1.91586357332316e-05,0.999980841364267,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Plate_24_231D3_B8",324.927152802546,-5.12906418560511,0.0523722895394237,0.0391562783217405,0.962182184404234,0.00448188123172239,FALSE
"231D3","selenastrum","24",0.440097087201051,0.559902912798949,1.91586357332316e-05,0.999980841364267,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Plate_24_231D3_B9",306.57059498892,-6.0745055496143,0.0645772632182921,0.0379836492611827,0.954246315795533,0.00480196343662576,FALSE
"235D3","selenastrum","24",0.0758405751883806,0.924159424811619,1.60460189276559e-05,0.999983953981072,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Plate_24_235D3_B2",385.666237294416,-3.70555110292148,0.0319276531083578,0.0417234455416023,0.977771750634731,0.00363206343844556,FALSE
"235D3","selenastrum","24",0.0758405751883806,0.924159424811619,1.60460189276559e-05,0.999983953981072,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Plate_24_235D3_B3",417.335902402175,-3.49445957764817,0.0280883383514166,0.0403401970739306,0.969435593143848,0.00413547970426757,FALSE
"235D3","selenastrum","24",0.0758405751883806,0.924159424811619,1.60460189276559e-05,0.999983953981072,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Plate_24_235D3_B4",399.325356092298,-3.60305509300337,0.0301794977021558,0.0404933529664627,0.973842481074653,0.00383157232820994,FALSE
"239D3","selenastrum","24",0.132621315319528,0.867378684680472,0.00207977022845,0.99792022977155,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Plate_24_239D3_G2",370.532184714965,-3.22270287809526,0.0241443521629059,0.0397317790261418,0.988989428255427,0.00242039638147471,FALSE
"239D3","selenastrum","24",0.132621315319528,0.867378684680472,0.00207977022845,0.99792022977155,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Plate_24_239D3_G3",369.549431576737,-3.26618945617133,0.0236145708118652,0.0373323769750563,0.973589814301536,0.00354995405158832,FALSE
"239D3","selenastrum","24",0.132621315319528,0.867378684680472,0.00207977022845,0.99792022977155,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Plate_24_239D3_G4",378.831749246886,-3.34045773166937,0.0237839696944873,0.0345975199570313,0.948420826173193,0.00465823067475933,FALSE
"241D3","selenastrum","24",0.491628309864361,0.508371690135639,0.723064624231607,0.276935375768393,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_24_241D3_C2",342.334801632693,-3.57026274193653,0.0187382254506707,0.0243650158049194,0.988907825991286,0.00129022998840451,FALSE
"241D3","selenastrum","24",0.491628309864361,0.508371690135639,0.723064624231607,0.276935375768393,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_24_241D3_C3",296.054016606417,-4.97435930826194,0.0302071445801124,0.0235323416137734,0.987503380803758,0.00118387844819823,FALSE
"241D3","selenastrum","24",0.491628309864361,0.508371690135639,0.723064624231607,0.276935375768393,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_24_241D3_C4",273.166923074612,-4.64543765003895,0.0293514851371448,0.0247809552080092,0.989075724664088,0.00130217572306004,FALSE
"245D3","selenastrum","24",0.266736401220317,0.733263598779683,0.341503003218282,0.658496996781718,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_24_245D3_E5",350.195654679822,-3.76086845814887,0.0215339945662463,0.0238709357781848,0.969008652863529,0.00213449847296508,FALSE
"245D3","selenastrum","24",0.266736401220317,0.733263598779683,0.341503003218282,0.658496996781718,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_24_245D3_E6",321.655465215188,-3.74134882512634,0.0220789383670496,0.0252278207878938,0.971854962722912,0.00214659407996938,FALSE
"245D3","selenastrum","24",0.266736401220317,0.733263598779683,0.341503003218282,0.658496996781718,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_24_245D3_E7",345.190797930898,-3.79481099598675,0.0223885072352605,0.0268759939127425,0.975438611513145,0.00246224005829374,FALSE
"247D3","selenastrum","24",0.261960039985488,0.738039960014512,0.0283776486583387,0.971622351341661,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Plate_24_247D3_C10",383.009891937347,-3.29092019929159,0.0209685689715231,0.0322628207673634,0.984358946903152,0.00234799926586089,FALSE
"247D3","selenastrum","24",0.261960039985488,0.738039960014512,0.0283776486583387,0.971622351341661,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Plate_24_247D3_C8",322.541691111287,-3.69197462751113,0.0261363262753834,0.0277013696027745,0.97557315626193,0.00219166918953369,FALSE
"247D3","selenastrum","24",0.261960039985488,0.738039960014512,0.0283776486583387,0.971622351341661,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Plate_24_247D3_C9",318.750621418609,-3.53611328807537,0.0249168024639747,0.0340643271534349,0.995612234094953,0.0013056170112715,FALSE
"AC","selenastrum","24",0.5,0.5,0.5,0.5,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_24_AC_B11",158.866793237468,-6.49762916198799,0.0638179890095606,0.0252251971176209,0.993311173952155,0.00103499169117131,FALSE
"AC","selenastrum","24",0.5,0.5,0.5,0.5,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_24_AC_C11",360.004785095144,-3.81367455455953,0.0201199279962766,0.0263262004462525,0.987958165728916,0.00145323294006297,FALSE
"AC","selenastrum","24",0.5,0.5,0.5,0.5,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_24_AC_D11",391.191773759458,-3.9260812632618,0.0190354037224297,0.025196218239409,0.987045260769203,0.00166655840372984,FALSE
"AC","selenastrum","24",0.5,0.5,0.5,0.5,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_24_AC_E11",300.390186135121,-3.72722318312959,0.0211557439950168,0.0224734042862314,0.994337428312307,0.000758444533408447,FALSE
"122DF","selenastrum","25",0.107976508723559,0.892023491276441,0.999625232579623,0.000374767420377072,"No Significant CC Change","Decreased GR","No Significant CC Change
Decreased GR","Plate_25_122DF_C2",2925.5366807552,-6.03089465684441,0.00901934462892821,0.0157284959237109,0.971905602764881,0.00154391854304844,FALSE
"122DF","selenastrum","25",0.107976508723559,0.892023491276441,0.999625232579623,0.000374767420377072,"No Significant CC Change","Decreased GR","No Significant CC Change
Decreased GR","Plate_25_122DF_C3",3385.26859262566,-6.29155151583589,0.00853444184915165,0.0137491118357402,0.921695447184946,0.00231373599460622,FALSE
